Library: ..\data\lfw_aligned_masked_10_30.txt
	Images Dir: C:\Users\Pedro\Dropbox\FEUP\PDIS\Visage\VisageFaceRec\Debug\lfw_alinned_masked\
	Total Images: 1022
	Total People: 52
	Images per person MIN | MAX: 10 | 30
	Percentage of trainned images per person: 80
Loaded in: 0.242 seconds

Trainned model EIGENFACES with 819 images in 489.039 seconds 

                             Image    Label    Pred           Conf
Abdullah_Gul  16 | 4
              Abdullah_Gul_0011.jpg      17       -              0
              Abdullah_Gul_0015.jpg      17       -        2519.83
              Abdullah_Gul_0007.jpg      17     573        2741.93
              Abdullah_Gul_0010.jpg      17       -        1655.03
Adrien_Brody  10 | 3
              Adrien_Brody_0008.jpg      50       -              0
              Adrien_Brody_0004.jpg      50    2026        2737.72
              Adrien_Brody_0005.jpg      50    2026        1848.91
Alejandro_Toledo  24 | 6
          Alejandro_Toledo_0007.jpg     121    1854        2095.93
          Alejandro_Toledo_0009.jpg     121    2210         1925.1
          Alejandro_Toledo_0023.jpg     121    2210        3311.67
          Alejandro_Toledo_0018.jpg     121          
          Alejandro_Toledo_0013.jpg     121     370        2103.55
          Alejandro_Toledo_0010.jpg     121     374        2031.46
Alvaro_Uribe  24 | 6
              Alvaro_Uribe_0021.jpg     204       -        1434.42
              Alvaro_Uribe_0006.jpg     204    1207        2449.67
              Alvaro_Uribe_0007.jpg     204    1476        2230.49
              Alvaro_Uribe_0011.jpg     204    1207        1890.53
              Alvaro_Uribe_0002.jpg     204     370        1815.94
              Alvaro_Uribe_0015.jpg     204    1476         2566.2
Amelie_Mauresmo  17 | 5
           Amelie_Mauresmo_0011.jpg     223       -              0
           Amelie_Mauresmo_0020.jpg     223       -        2416.84
           Amelie_Mauresmo_0007.jpg     223    1252        2506.04
           Amelie_Mauresmo_0014.jpg     223       -        2632.76
           Amelie_Mauresmo_0017.jpg     223     290        2297.95
Andre_Agassi  24 | 6
              Andre_Agassi_0013.jpg     272     875        2422.52
              Andre_Agassi_0006.jpg     272     783        1731.01
              Andre_Agassi_0025.jpg     272     121        1817.86
