Library: ..\data\lfw_aligned_BW_10_10-v3.txt
	Images Dir: C:\Users\Pedro\Pictures\lfw\lfw_aligned_BW\
	Total Images: 520
	Total People: 52
	Images per person MIN | MAX: 10 | 10
	Percentage of trainned images per person: 80
Loaded in: 0.151 seconds

Trainned model FISHERFACES with 416 images in 269.288 seconds 

                             Image    Label    Pred           Conf
Abdullah_Gul  8 | 2
              Abdullah_Gul_0003.jpg       0      13        2608.82
              Abdullah_Gul_0006.jpg       0       5        2710.21
Adrien_Brody  8 | 2
              Adrien_Brody_0008.jpg       1      28        2507.49
              Adrien_Brody_0005.jpg       1      28        1871.17
Alejandro_Toledo  8 | 2
          Alejandro_Toledo_0002.jpg       2      28         1839.7
          Alejandro_Toledo_0008.jpg       2      32        2496.75
Alvaro_Uribe  8 | 2
              Alvaro_Uribe_0007.jpg       3       -        1985.51
              Alvaro_Uribe_0009.jpg       3      13        1946.03
Amelie_Mauresmo  8 | 2
           Amelie_Mauresmo_0010.jpg       4      13        2495.54
           Amelie_Mauresmo_0004.jpg       4      13        2597.83
Andre_Agassi  8 | 2
              Andre_Agassi_0003.jpg       5      28        2342.28
              Andre_Agassi_0004.jpg       5       -        2410.49
Andy_Roddick  8 | 2
              Andy_Roddick_0004.jpg       6       -        2814.05
              Andy_Roddick_0002.jpg       6      13        2964.77
Angelina_Jolie  8 | 2
            Angelina_Jolie_0010.jpg       7       -        2564.19
            Angelina_Jolie_0003.jpg       7      31        2721.64
Anna_Kournikova  8 | 2
           Anna_Kournikova_0001.jpg       8      28        2349.47
           Anna_Kournikova_0004.jpg       8      13        2450.48
Ann_Veneman  8 | 2
               Ann_Veneman_0006.jpg       9       -         2184.7
               Ann_Veneman_0003.jpg       9       -        2118.75
Ariel_Sharon  8 | 2
              Ariel_Sharon_0003.jpg      10      13        2358.81
              Ariel_Sharon_0002.jpg      10       1         2596.5
Ari_Fleischer  8 | 2
             Ari_Fleischer_0010.jpg      11       7        2570.05
             Ari_Fleischer_0008.jpg      11      37        3228.33
Arnold_Schwarzenegger  8 | 2
     Arnold_Schwarzenegger_0004.jpg      12      33        2298.51
     Arnold_Schwarzenegger_0003.jpg      12      13        1728.26
Atal_Bihari_Vajpayee  8 | 2
      Atal_Bihari_Vajpayee_0008.jpg      13      17        2126.32
      Atal_Bihari_Vajpayee_0009.jpg      13       -        2958.77
Bill_Clinton  8 | 2
              Bill_Clinton_0006.jpg      14      26        2334.95
              Bill_Clinton_0004.jpg      14      28        2177.83
Bill_Gates  8 | 2
                Bill_Gates_0006.jpg      15      17        2400.84
                Bill_Gates_0010.jpg      15      31        2800.06
Bill_McBride  8 | 2
              Bill_McBride_0009.jpg      16      28        1719.32
              Bill_McBride_0002.jpg      16       7        2498.07
Bill_Simon  8 | 2
                Bill_Simon_0001.jpg      17       -        2069.94
                Bill_Simon_0002.jpg      17       -        2530.25
Britney_Spears  8 | 2
            Britney_Spears_0002.jpg      18       -        1940.11
            Britney_Spears_0007.jpg      18      13        2112.85
Carlos_Menem  8 | 2
              Carlos_Menem_0006.jpg      19      28        1704.93
              Carlos_Menem_0008.jpg      19      18        2402.23
Carlos_Moya  8 | 2
               Carlos_Moya_0009.jpg      20       5        2363.27
               Carlos_Moya_0010.jpg      20      15         2433.5
Catherine_Zeta-Jones  8 | 2
      Catherine_Zeta-Jones_0002.jpg      21       -        2006.31
      Catherine_Zeta-Jones_0004.jpg      21      13        1833.43
Charles_Moose  8 | 2
             Charles_Moose_0007.jpg      22      21        2735.38
             Charles_Moose_0002.jpg      22      17        2326.56
Colin_Powell  8 | 2
              Colin_Powell_0003.jpg      23      13        2641.03
              Colin_Powell_0007.jpg      23       -        1938.13
Condoleezza_Rice  8 | 2
          Condoleezza_Rice_0004.jpg      24      13        2020.82
          Condoleezza_Rice_0005.jpg      24      31        2483.78
David_Beckham  8 | 2
             David_Beckham_0008.jpg      25      28        1866.81
             David_Beckham_0004.jpg      25      13        1940.08
David_Nalbandian  8 | 2
          David_Nalbandian_0003.jpg      26      13         1856.9
          David_Nalbandian_0006.jpg      26       7        2377.11
Dick_Cheney  8 | 2
               Dick_Cheney_0009.jpg      27      13        1765.54
               Dick_Cheney_0003.jpg      27      32        2816.86
Dominique_de_Villepin  8 | 2
     Dominique_de_Villepin_0005.jpg      28       -        2268.13
